G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
M                             101         1.4703115945      0.5000000000      0.0000000000      0.0000000000
K                             159         2.3191963045      0.3333333000      0.3333333000      0.0000000000
G                             274         4.0169657245      0.0000000000      0.0000000000      0.0000000000
